Column1,publisheddate,news,Stock Name,symbol,Date,yusuf_bert,furkanU_bert,Sena_bert,furkanB,m_esit,before,now,after,majority_voted_sentiment
150,29.03.2023 15:36,elon musk join call pause creation giant ai digital mind,Apple,AAPL,29.03.2023,Positive,Positive,Neutral,Negative,Neutral,157.8300018,158.9299927,160.25,Neutral
151,28.06.2023 05:59,life prioritised adelaide become home want think big live well,Amazon,AMZN,28.06.2023,Positive,Positive,Neutral,Positive,Neutral,124.8300018,130.1499939,129.3300018,Positive
152,27.07.2023 09:00,beat studio pro review apple new top headphone love android,Apple,AAPL,27.07.2023,Positive,Positive,Neutral,Positive,Neutral,193.1300049,191.9400024,192.75,Positive
153,9.04.2023 12:00,look good situation power toheeb jimoh,Tesla,TSLA,9.04.2023,Positive,Positive,Neutral,Positive,Positive,194.7700043,192.5800018,185.5200043,Positive
154,22.04.2023 10:00,streaming best holiday romance film,Amazon,AMZN,22.04.2023,Positive,Positive,Neutral,Positive,Neutral,102.7399979,102.3000031,104.3000031,Positive
155,19.04.2023 09:05,judy blume forever review inspiring portrait fearless author,Amazon,AMZN,19.04.2023,Positive,Positive,Positive,Positive,Neutral,97.83000183,102.4000015,102.5100021,Positive
156,8.01.2023 20:29,great era going movie dying say sam mendes,Microsoft,MSFT,8.01.2023,Negative,Positive,Neutral,Positive,Neutral,239.5800018,229.1000061,222.3099976,Neutral
157,3.06.2023 16:00,buff billionaire latest sign bulk beautiful male body image arwa mahdawi,Tesla,TSLA,3.06.2023,Positive,Positive,Neutral,Positive,Neutral,201.1600037,203.9299927,207.5200043,Positive
158,8.08.2023 16:00,get top tiktok shopping went social hooked new generation,Tesla,TSLA,8.08.2023,Positive,Positive,Neutral,Positive,Neutral,261.0700073,254.1100006,259.3200073,Positive
159,3.08.2023 09:00,ai google ups ante free uk training course firm,Google,GOOG,3.08.2023,Positive,Positive,Neutral,Positive,Neutral,129.8699951,133.0099945,133.1100006,Positive
160,31.05.2023 14:06,top book connecting nature,Amazon,AMZN,31.05.2023,Positive,Positive,Neutral,Positive,Neutral,116.75,115,120.1100006,Positive
161,6.05.2023 10:00,streaming best winner cannes palme dor,Amazon,AMZN,6.05.2023,Positive,Positive,Neutral,Positive,Neutral,102.0500031,103.6299973,103.6500015,Positive
162,24.02.2023 16:26,roald dahl publisher announces unaltered book classic collection,Tesla,TSLA,24.02.2023,Negative,Negative,Neutral,Negative,Neutral,208.3099976,197.3699951,200.8600006,Negative
163,20.06.2023 10:00,pixel tablet review google android slate smart display rolled one,Google,GOOG,20.06.2023,Positive,Positive,Neutral,Negative,Neutral,124.4300003,124.3799973,125.7900009,Neutral
164,30.04.2023 09:00,wager review david granns magnificent shipwreck epic,Amazon,AMZN,30.04.2023,Positive,Positive,Neutral,Negative,Neutral,106.2099991,102.5699997,104.9800034,Neutral
165,12.02.2023 23:00,dinosaur stephen fry review enchanting jurassic park,Amazon,AMZN,12.02.2023,Positive,Positive,Neutral,Negative,Neutral,102.1800003,102.1100006,100.0500031,Neutral
166,16.02.2023 19:53,five factor explain ftse record high despite recession,Tesla,TSLA,16.02.2023,Positive,Positive,Positive,Negative,Positive,207.3200073,196.8899994,194.6399994,Positive
167,1.04.2023 10:00,streaming babylon best film hollywood,Tesla,TSLA,1.04.2023,Positive,Positive,Neutral,Positive,Neutral,191.8099976,189.1900024,193.8800049,Positive
168,11.05.2023 18:00,remember exact word markus zusak messenger review hell never forget,Microsoft,MSFT,11.05.2023,Negative,Negative,Neutral,Negative,Neutral,305.4100037,310.6499939,308.6499939,Negative
169,4.01.2023 21:20,tesla stock plunged le ludicrous level competitor catch nil pratley,Tesla,TSLA,4.01.2023,Negative,Negative,Positive,Negative,Negative,112.7099991,121.8199997,123.1800003,Negative
170,11.03.2023 11:00,streaming best michelle yeoh film,Amazon,AMZN,11.03.2023,Positive,Positive,Neutral,Positive,Neutral,93.75,93.55000305,93.91999817,Positive
171,29.04.2023 13:00,suede mat osman biggest difference richard interest cool,Microsoft,MSFT,29.04.2023,Positive,Positive,Neutral,Positive,Neutral,281.769989,275.4200134,295.3699951,Positive
172,18.02.2023 11:00,??streaming watch best bafta contender,Tesla,TSLA,18.02.2023,Positive,Positive,Neutral,Positive,Neutral,194.6399994,209.25,214.2400055,Positive
173,1.07.2023 08:00,indiana jones wham complete guide week entertainment,Amazon,AMZN,1.07.2023,Positive,Positive,Neutral,Negative,Neutral,127.3300018,129.1799927,129.0399933,Neutral
174,17.06.2023 17:05,daniel ellsberg one history consequential figure trevor timm,Amazon,AMZN,17.06.2023,Negative,Negative,Neutral,Negative,Neutral,126.5699997,126.6600037,126.4199982,Negative
175,3.02.2023 21:01,ftse hit time high u job report beat forecast happened,Tesla,TSLA,3.02.2023,Positive,Positive,Neutral,Negative,Positive,177.8999939,166.6600037,173.2200012,Positive
176,27.01.2023 14:00,google let daily wire advertise climate change hoax search,Google,GOOG,27.01.2023,Negative,Negative,Neutral,Negative,Neutral,99.27999878,101.2099991,99.20999908,Negative
177,5.04.2023 18:06,love playing as james marsden cyclops sonic new ultimate prank show,Amazon,AMZN,5.04.2023,Positive,Positive,Neutral,Negative,Neutral,100.25,102,103.2900009,Neutral
178,11.02.2023 15:00,tegan sara look back terrible haircut self belief,Tesla,TSLA,11.02.2023,Negative,Positive,Neutral,Negative,Negative,194.7599945,196.8099976,201.2899933,Negative
179,29.05.2023 16:51,encore surefire show returning edinburgh festival,Tesla,TSLA,29.05.2023,Positive,Positive,Neutral,Positive,Neutral,188.8699951,185.7700043,182.8999939,Positive
180,23.01.2023 10:00,surface pro review microsofts best tablet pick right one,Microsoft,MSFT,23.01.2023,Positive,Positive,Neutral,Positive,Positive,240.3500061,235.8099976,231.9299927,Positive
181,5.01.2023 10:30,awe dacher keltner review transformative power wonder,Tesla,TSLA,5.01.2023,Positive,Positive,Neutral,Negative,Neutral,121.8199997,123.1800003,108.0999985,Neutral
182,25.03.2023 09:00,infinity pool succession complete guide week entertainment,Amazon,AMZN,25.03.2023,Positive,Positive,Neutral,Positive,Neutral,97.70999908,100.6100006,98.69999695,Positive
183,31.01.2023 17:46,scary corporate america hitting back union,Apple,AAPL,31.01.2023,Negative,Negative,Neutral,Negative,Neutral,142.5299988,141.8600006,143.9600067,Negative
184,27.01.2023 14:45,false,Tesla,TSLA,27.01.2023,Positive,Positive,Neutral,Negative,Positive,133.4199982,143.75,143.8899994,Positive
185,18.02.2023 22:00,broadcasting breakfast tiktokers ob morning routine,Tesla,TSLA,18.02.2023,Negative,Negative,Neutral,Positive,Neutral,194.6399994,209.25,214.2400055,Negative
186,13.02.2023 14:12,octagonal flying object shot michigan first thing,Microsoft,MSFT,13.02.2023,Positive,Negative,Neutral,Positive,Neutral,256.769989,267.5599976,266.730011,Neutral
187,18.02.2023 15:00,retail transport ai changing every corner economy,Apple,AAPL,18.02.2023,Negative,Positive,Neutral,Positive,Neutral,153.8500061,153.1999969,155.3300018,Neutral
188,11.02.2023 14:55,feel warm fuzzy hallmark built empire unashamedly schmaltzy rom coms,Microsoft,MSFT,11.02.2023,Positive,Positive,Neutral,Negative,Neutral,256.769989,267.5599976,266.730011,Neutral
189,22.05.2023 08:00,sort toxic behaviour timnit gebru sacking google ai danger big tech bias,Google,GOOG,22.05.2023,Negative,Negative,Neutral,Negative,Neutral,116.9599991,120.0899963,121.4800034,Negative
190,18.01.2023 17:00,revealed rainforest carbon offset biggest certifier worthless analysis show,Amazon,AMZN,18.01.2023,Negative,Positive,Neutral,Negative,Neutral,95.08999634,95.26999664,98.12000275,Negative
191,26.03.2023 09:00,buttock clenching moment excruciating joy famous succession fan favourite scene,Tesla,TSLA,26.03.2023,Positive,Negative,Neutral,Negative,Neutral,183.25,197.5800018,191.1499939,Negative
192,30.06.2023 18:38,eurozone inflation drop uk recession fear linger apple hit trn valuation happened,Apple,AAPL,30.06.2023,Negative,Negative,Negative,Negative,Negative,186.6799927,185.2700043,188.0599976,Negative
193,21.07.2023 20:55,zelenskiy condemns donetsk attack say two child died happened,Tesla,TSLA,21.07.2023,Negative,Negative,Negative,Positive,Neutral,281.3800049,290.3800049,293.3399963,Negative
194,6.03.2023 18:38,uk construction sector rebound recession fear fade car sale jump happened,Amazon,AMZN,6.03.2023,Negative,Negative,Negative,Negative,Positive,93.76000214,94.23000336,92.16999817,Negative
195,20.07.2023 21:03,ash england v australia fourth test day two happened,Tesla,TSLA,20.07.2023,Negative,Negative,Neutral,Negative,Neutral,277.8999939,281.3800049,290.3800049,Negative
196,13.07.2023 11:40,mp say byelections unpredictable happened,Microsoft,MSFT,13.07.2023,Negative,Negative,Neutral,Negative,Neutral,341.269989,337.2200012,331.8299866,Negative
197,21.02.2023 10:47,mp give first speech parliament happened,Microsoft,MSFT,21.02.2023,Positive,Positive,Neutral,Positive,Neutral,272.1700134,269.3200073,262.1499939,Positive
198,20.07.2023 15:04,google testing ai tool writes news article,Google,GOOG,20.07.2023,Positive,Positive,Neutral,Positive,Neutral,124.8300018,125.6999969,125.0599976,Positive
199,24.07.2023 09:00,false,Google,GOOG,24.07.2023,Negative,Negative,Neutral,Negative,Neutral,125.0599976,124.0800018,122.7799988,Negative
200,3.08.2023 20:00,google launch privacy tool remove unwanted personal image,Google,GOOG,3.08.2023,Positive,Negative,Neutral,Negative,Neutral,129.8699951,133.0099945,133.1100006,Negative
201,9.05.2023 13:05,google stonewalling regulation brazil natalia viana,Google,GOOG,9.05.2023,Negative,Negative,Neutral,Negative,Neutral,105.9800034,106.1200027,105.2099991,Negative
202,26.07.2023 18:20,google microsoft openai startup form body regulate ai development,Google,GOOG,26.07.2023,Negative,Positive,Neutral,Positive,Neutral,122.7799988,119.5299988,120.3099976,Neutral
203,10.05.2023 22:00,google launch pixel fold tablet android device,Google,GOOG,10.05.2023,Positive,Positive,Neutral,Positive,Neutral,106.1200027,105.2099991,106.2149963,Positive
204,14.06.2023 14:58,eu regulator order google sell part ad tech business,Google,GOOG,14.06.2023,Negative,Positive,Neutral,Negative,Neutral,122.9400024,122.6699982,122.8700027,Negative
205,5.07.2023 09:00,google pixel fold review slick phone tablet hybrid killer camera,Google,GOOG,5.07.2023,Negative,Positive,Neutral,Positive,Neutral,121.0800018,120.0100021,120.9700012,Neutral
206,6.06.2023 19:34,covid inquiry head row government google space redaction,Google,GOOG,6.06.2023,Negative,Positive,Neutral,Negative,Neutral,124.6399994,123.3700027,124.3700027,Negative
207,5.06.2023 16:06,google facebook urged eu label ai generated content,Google,GOOG,5.06.2023,Positive,Positive,Neutral,Positive,Neutral,124.6399994,123.3700027,124.3700027,Positive
208,3.08.2023 08:00,meta google youtube profiting post bogus woman health cure kenya,Google,GOOG,3.08.2023,Negative,Negative,Neutral,Negative,Neutral,129.8699951,133.0099945,133.1100006,Negative
209,3.06.2023 14:00,amazon google fund anti abortion lawmaker complex shell game,Google,GOOG,3.06.2023,Negative,Negative,Neutral,Negative,Neutral,124.6399994,123.3700027,124.3700027,Negative
210,3.08.2023 09:00,ai google ups ante free uk training course firm,Google,GOOG,3.08.2023,Positive,Positive,Neutral,Positive,Neutral,129.8699951,133.0099945,133.1100006,Positive
211,15.06.2023 07:01,google earned ad misdirecting abortion seeker pregnancy crisis center,Google,GOOG,15.06.2023,Negative,Negative,Neutral,Negative,Neutral,122.6699982,122.8700027,124.3499985,Negative
212,28.06.2023 08:13,google may misled dozen advertiser violated guideline report,Google,GOOG,28.06.2023,Negative,Negative,Negative,Negative,Negative,121.2600021,123.8700027,123.0199966,Negative
213,19.07.2023 03:00,apple google face block taking cut app purchase australia,Apple,AAPL,19.07.2023,Negative,Negative,Neutral,Negative,Neutral,189.7700043,190.5399933,190.6900024,Negative
214,9.08.2023 02:00,google say ai system able mine publisher work unless company opt,Google,GOOG,8.08.2023,Positive,Positive,Neutral,Negative,Neutral,131.8899994,128.6399994,128.7700043,Neutral
215,17.04.2023 13:43,google chief warns ai could harmful deployed wrongly,Google,GOOG,17.04.2023,Negative,Negative,Negative,Negative,Negative,106.9499969,106.1200027,105.2200012,Negative
216,15.05.2023 09:00,google pixel review best mid range phone get even better,Google,GOOG,15.05.2023,Positive,Positive,Positive,Positive,Positive,108.2399979,107.9400024,112.2799988,Positive
217,19.04.2023 15:05,google allows app developer break away play billing system,Google,GOOG,19.04.2023,Positive,Negative,Neutral,Negative,Neutral,105.2200012,108.1900024,109.4599991,Negative
218,4.05.2023 10:28,google roll passkey technology beginning end password,Google,GOOG,4.05.2023,Negative,Positive,Neutral,Negative,Neutral,108.3700027,108.2200012,107.7099991,Negative
219,28.04.2023 06:55,mariupol updated google map reveal destruction ukraine city,Google,GOOG,28.04.2023,Negative,Positive,Neutral,Negative,Neutral,105.9100037,106.7799988,104.6100006,Negative
220,3.02.2023 17:13,google poised release chatbot technology chatgpt success,Google,GOOG,3.02.2023,Positive,Positive,Neutral,Positive,Positive,100.7099991,97.94999695,99.87000275,Positive
221,25.05.2023 04:49,big mango google doodle celebrates bowens giant tourist attraction colourful past,Google,GOOG,25.05.2023,Positive,Positive,Neutral,Positive,Neutral,123.5199966,123.25,125.8700027,Positive
222,6.04.2023 10:30,false,Google,GOOG,6.04.2023,Positive,Positive,Neutral,Negative,Neutral,101.3199997,104,104.9100037,Neutral
223,2.05.2023 14:23,godfather ai geoffrey hinton quits google warns danger misinformation,Google,GOOG,2.05.2023,Negative,Negative,Neutral,Negative,Negative,104.6100006,104.4499969,108.3700027,Negative
224,20.01.2023 17:56,google parent firm alphabet cut job worldwide,Google,GOOG,20.01.2023,Negative,Negative,Negative,Negative,Neutral,92.80000305,92.16000366,91.77999878,Negative
225,10.02.2023 18:42,google v microsoft win ai chatbot race,Google,GOOG,10.02.2023,Positive,Positive,Neutral,Negative,Positive,105.2200012,103.4700012,108.0400009,Positive
226,5.05.2023 18:09,google engineer warns could lose open source technology ai race,Google,GOOG,5.05.2023,Negative,Negative,Negative,Negative,Negative,108.2200012,107.7099991,105.9800034,Negative
227,10.05.2023 21:00,google launch new ai palm attempt regain leadership pack,Google,GOOG,10.05.2023,Positive,Positive,Positive,Negative,Positive,106.1200027,105.2099991,106.2149963,Positive
228,23.07.2023 18:00,dr google ai could doctor pocket company health officer urge caution limit,Google,GOOG,23.07.2023,Negative,Positive,Neutral,Negative,Neutral,125.0599976,124.0800018,122.7799988,Negative
229,11.07.2023 13:15,pillage thirsty uruguayan decry google plan exploit water supply,Google,GOOG,11.07.2023,Negative,Negative,Neutral,Negative,Neutral,122.6299973,120.9300003,120.1399994,Negative
230,6.02.2023 22:47,google trial ai chatbot bard success chatgpt,Google,GOOG,6.02.2023,Positive,Positive,Neutral,Positive,Neutral,97.94999695,99.87000275,101.4300003,Positive
231,19.04.2023 07:40,google call relaxing australia copyright law ai mine website information,Google,GOOG,19.04.2023,Negative,Negative,Neutral,Negative,Neutral,105.2200012,108.1900024,109.4599991,Negative
232,21.03.2023 17:00,google bard chatbot launch u uk,Google,GOOG,21.03.2023,Positive,Positive,Neutral,Positive,Neutral,94.25,96.55000305,101.0699997,Positive
233,9.02.2023 04:47,google ai chatbot bard sends share plummeting give wrong answer,Google,GOOG,9.02.2023,Negative,Negative,Neutral,Negative,Negative,108.8000031,105.2200012,103.4700012,Negative
234,8.02.2023 02:41,microsoft power bing ai race google heat,Microsoft,MSFT,7.02.2023,Positive,Negative,Neutral,Negative,Neutral,247.8099976,252.75,264.6000061,Negative
235,2.03.2023 04:59,google executive summoned canada mp blocking news content link tax,Google,GOOG,2.03.2023,Negative,Negative,Neutral,Negative,Neutral,91.06999969,89.34999847,90.09999847,Negative
236,25.02.2023 16:00,google advert direct pregnant woman service run uk anti abortion group,Google,GOOG,25.02.2023,Negative,Positive,Neutral,Positive,Neutral,92.05000305,91.80000305,91.06999969,Neutral
237,29.04.2023 18:00,could ai save amazon rainforest,Amazon,AMZN,29.04.2023,Positive,Positive,Neutral,Positive,Negative,106.2099991,102.5699997,104.9800034,Positive
238,9.08.2023 00:48,brazilian president lula pledge new amazon dream rainforest summit,Amazon,AMZN,8.08.2023,Positive,Positive,Neutral,Positive,Neutral,131.6900024,128.2100067,128.9100037,Positive
239,8.07.2023 15:00,white nationalist publisher data exposed amazon cloud leak,Amazon,AMZN,8.07.2023,Negative,Negative,Negative,Negative,Neutral,130.2200012,130.3800049,128.3600006,Negative
240,2.06.2023 15:00,multinational company industrialised amazon rainforest,Amazon,AMZN,2.06.2023,Positive,Positive,Neutral,Positive,Neutral,120.1100006,121.6600037,120.5800018,Positive
241,20.06.2023 20:19,bernie sander launch investigation working condition amazon,Amazon,AMZN,20.06.2023,Negative,Positive,Neutral,Negative,Neutral,126.6600037,126.4199982,127.1100006,Negative
242,6.08.2023 20:17,indigenous activist gather brazil discus future amazon,Amazon,AMZN,6.08.2023,Positive,Negative,Neutral,Positive,Neutral,133.6799927,131.6900024,128.2100067,Neutral
243,31.07.2023 13:58,false,Amazon,AMZN,31.07.2023,Positive,Positive,Neutral,Negative,Neutral,128.8000031,129.1300049,128.1499939,Neutral
244,5.06.2023 08:00,rethink reform rebuild step save amazon,Amazon,AMZN,5.06.2023,Positive,Positive,Neutral,Positive,Positive,121.6600037,120.5800018,122.7699966,Positive
245,2.06.2023 15:00,visual guide deforestation brazil amazon rainforest,Amazon,AMZN,2.06.2023,Positive,Positive,Neutral,Negative,Neutral,120.1100006,121.6600037,120.5800018,Neutral
246,22.06.2023 20:54,true believer ocado tempted amazon nil pratley,Amazon,AMZN,22.06.2023,Positive,Positive,Neutral,Negative,Neutral,127.1100006,125.4899979,125.7799988,Neutral
247,4.04.2023 14:07,amazon close book depository online shop,Amazon,AMZN,4.04.2023,Negative,Positive,Neutral,Positive,Neutral,97.23999786,100.25,102,Neutral
248,17.07.2023 09:00,amazon fire max review nice looking tablet poor software,Amazon,AMZN,17.07.2023,Negative,Positive,Neutral,Negative,Negative,127.1299973,128.7799988,130.8000031,Negative
249,2.08.2023 19:10,amazon deforestation fall compared last july say brazilian minister,Amazon,AMZN,2.08.2023,Negative,Negative,Negative,Negative,Neutral,128.1499939,128.25,132.2100067,Negative
250,8.08.2023 23:14,leader amazon nation gather brazil summit rainforest future,Amazon,AMZN,8.08.2023,Positive,Positive,Neutral,Positive,Positive,131.6900024,128.2100067,128.9100037,Positive
251,3.08.2023 15:06,hope lesson tiny reforestation scheme amazon,Amazon,AMZN,3.08.2023,Positive,Positive,Neutral,Positive,Neutral,128.25,132.2100067,133.6799927,Positive
252,14.06.2023 09:00,amazon insisted report missing package police,Amazon,AMZN,14.06.2023,Negative,Negative,Negative,Negative,Negative,121.2300034,124.25,123.4300003,Negative
253,27.07.2023 15:33,want lula see indigenous chief continues fight amazon,Amazon,AMZN,27.07.2023,Positive,Negative,Neutral,Positive,Negative,129.9600067,130,128.8000031,Negative
254,24.06.2023 13:00,going keep fighting delivery worker stand amazon,Amazon,AMZN,24.06.2023,Negative,Negative,Neutral,Negative,Neutral,125.7799988,124.8300018,130.1499939,Negative
255,8.08.2023 08:00,small firm fear going bust amazon extends wait time sale proceeds,Amazon,AMZN,8.08.2023,Negative,Negative,Negative,Negative,Positive,131.6900024,128.2100067,128.9100037,Negative
256,23.05.2023 19:00,u regulator launch investigation worker death amazon warehouse,Amazon,AMZN,23.05.2023,Negative,Positive,Neutral,Negative,Neutral,113.4000015,115.5,118.1500015,Negative
257,14.06.2023 17:25,amazon staff coventry vote six month strike,Amazon,AMZN,14.06.2023,Negative,Positive,Negative,Negative,Neutral,121.2300034,124.25,123.4300003,Negative
258,14.06.2023 09:00,amazon fire ramping seller fee advertising cost,Amazon,AMZN,14.06.2023,Negative,Positive,Positive,Negative,Neutral,121.2300034,124.25,123.4300003,Negative
259,28.06.2023 12:30,amazon facing urgent crime crisis gutting protection say drug tsar,Amazon,AMZN,28.06.2023,Negative,Negative,Negative,Negative,Neutral,124.8300018,130.1499939,129.3300018,Negative
260,12.05.2023 19:14,amazon union member launch strike ballot two uk site,Amazon,AMZN,12.05.2023,Negative,Negative,Neutral,Negative,Neutral,105.6600037,105.8300018,106.6200027,Negative
261,18.04.2023 17:00,uk company mining gold amazon disputed land,Amazon,AMZN,18.04.2023,Negative,Negative,Neutral,Negative,Neutral,99.91999817,97.83000183,102.4000015,Negative
262,3.06.2023 14:00,amazon google fund anti abortion lawmaker complex shell game,Google,GOOG,3.06.2023,Negative,Negative,Neutral,Negative,Neutral,124.6399994,123.3700027,124.3700027,Negative
263,2.06.2023 15:17,look corporation dominate amazon,Amazon,AMZN,2.06.2023,Positive,Positive,Neutral,Positive,Neutral,120.1100006,121.6600037,120.5800018,Positive
264,22.06.2023 01:02,amazon duped million enrolling prime u regulator say lawsuit,Amazon,AMZN,21.06.2023,Negative,Positive,Neutral,Negative,Neutral,126.4199982,127.1100006,125.4899979,Negative
265,31.03.2023 14:02,amazon worker coventry announce six new strike date,Amazon,AMZN,31.03.2023,Negative,Negative,Neutral,Negative,Neutral,98.12999725,98.04000092,97.23999786,Negative
266,8.06.2023 15:38,gmb halt bid official amazon union claiming firm skewed staff number,Amazon,AMZN,8.06.2023,Negative,Negative,Negative,Negative,Neutral,122.7699966,124.25,125.3000031,Negative
267,19.04.2023 13:05,lydia davis refuse sell next book amazon,Amazon,AMZN,19.04.2023,Negative,Negative,Neutral,Negative,Neutral,97.83000183,102.4000015,102.5100021,Negative
268,15.04.2023 07:00,amazon doesnt care book barnes noble bounced back,Amazon,AMZN,15.04.2023,Positive,Negative,Neutral,Negative,Negative,102.1699982,99.91999817,97.83000183,Negative
269,30.05.2023 12:56,amazon uk offer parent term time working amid union battle,Amazon,AMZN,30.05.2023,Positive,Positive,Neutral,Negative,Neutral,114.9899979,116.75,115,Neutral
270,28.05.2023 15:45,e bike charger posing fire risk found ebay amazon wishcom,Amazon,AMZN,28.05.2023,Negative,Negative,Negative,Negative,Negative,115.0100021,114.9899979,116.75,Negative
271,7.07.2023 16:47,ya author shoot amazon bestseller list viral tiktok video,Amazon,AMZN,7.07.2023,Positive,Positive,Neutral,Positive,Neutral,130.3600006,130.2200012,130.3800049,Positive
272,11.07.2023 18:53,robot amazon uk worker striking prime day,Amazon,AMZN,11.07.2023,Negative,Negative,Neutral,Negative,Neutral,130.3800049,128.3600006,129.7799988,Negative
273,17.03.2023 12:15,indigenous child suffer illegal miner amazon invasion,Amazon,AMZN,17.03.2023,Negative,Negative,Neutral,Negative,Negative,90.73000336,92.43000031,94.87999725,Negative
274,18.06.2023 19:27,social medium site failing curb cottage industry fake review amazon say,Amazon,AMZN,18.06.2023,Negative,Negative,Negative,Negative,Neutral,126.5699997,126.6600037,126.4199982,Negative
275,7.07.2023 09:51,afternoon update robodebt report recommends prosecution another sydney shooting amazon deforestation drop,Amazon,AMZN,7.07.2023,Negative,Positive,Neutral,Negative,Neutral,130.3600006,130.2200012,130.3800049,Negative
276,26.04.2023 08:15,amazon worker coventry request union recognition membership double,Amazon,AMZN,26.04.2023,Positive,Positive,Neutral,Positive,Neutral,104.3000031,103.8099976,106.9599991,Positive
277,11.06.2023 18:22,going away amazon uk strike trio bullish gmb congress,Amazon,AMZN,11.06.2023,Positive,Negative,Neutral,Negative,Positive,125.3000031,126.6100006,121.2300034,Negative
278,28.04.2023 01:16,amazon beat expectation first quarter earnings share jump,Amazon,AMZN,27.04.2023,Positive,Positive,Positive,Negative,Positive,103.8099976,106.9599991,106.2099991,Positive
279,16.05.2023 12:00,noise pollution danger amazon warehouse upended sleepy new york neighborhood,Amazon,AMZN,16.05.2023,Negative,Positive,Neutral,Negative,Negative,106.6200027,110.1900024,112.1800003,Negative
280,2.06.2023 15:00,amazon tree felled six year meet beef demand,Amazon,AMZN,2.06.2023,Negative,Negative,Neutral,Negative,Negative,120.1100006,121.6600037,120.5800018,Negative
281,6.08.2023 14:00,look crisis amazon understand stake battling life mark ruffalo,Amazon,AMZN,6.08.2023,Negative,Negative,Neutral,Negative,Neutral,133.6799927,131.6900024,128.2100067,Negative
282,16.04.2023 16:57,amazon worker coventry begin first two three day strike,Amazon,AMZN,16.04.2023,Negative,Negative,Neutral,Negative,Neutral,102.1699982,99.91999817,97.83000183,Negative
283,26.05.2023 18:00,invoked shakespeare kates mclennan mccartney explaining australian swearing amazon,Amazon,AMZN,26.05.2023,Negative,Negative,Neutral,Positive,Neutral,116.25,115.0100021,114.9899979,Negative
284,12.04.2023 11:44,hyundai urged stop illegal miner using machine amazon,Amazon,AMZN,12.04.2023,Positive,Positive,Negative,Positive,Neutral,101.0999985,102.0599976,102.1699982,Positive
285,4.04.2023 09:00,alexa im dark amazon account disappeared,Amazon,AMZN,4.04.2023,Negative,Negative,Neutral,Negative,Neutral,97.23999786,100.25,102,Negative
286,3.04.2023 18:00,amazon web service invest bn expanding australian cloud computing,Amazon,AMZN,3.04.2023,Positive,Positive,Neutral,Positive,Positive,98.04000092,97.23999786,100.25,Positive
287,10.03.2023 19:32,record deforestation brazil amazon rainforest show challenge facing lula,Amazon,AMZN,10.03.2023,Positive,Positive,Positive,Negative,Negative,94.90000153,93.75,93.55000305,Positive
288,1.06.2023 15:00,brazilian amazon risk taken mafia ex police chief warns,Amazon,AMZN,1.06.2023,Negative,Negative,Neutral,Negative,Negative,115,120.1100006,121.6600037,Negative
289,17.06.2023 23:00,western arrogance wellness movement co opted amazon frog toxin deadly effect,Amazon,AMZN,17.06.2023,Positive,Negative,Neutral,Negative,Neutral,126.5699997,126.6600037,126.4199982,Negative
290,23.03.2023 19:05,u amazon driver delivers package police standoff viral video show,Amazon,AMZN,23.03.2023,Negative,Negative,Neutral,Negative,Neutral,100.0400009,98.94999695,97.70999908,Negative
291,3.02.2023 01:50,apple post first revenue drop four year,Apple,AAPL,2.02.2023,Negative,Negative,Negative,Negative,Negative,143.9600067,145.9299927,143,Negative
292,20.03.2023 21:27,amazon cut another job new round layoff,Amazon,AMZN,20.03.2023,Negative,Negative,Negative,Negative,Negative,92.43000031,94.87999725,96.19999695,Negative
293,29.04.2023 09:00,many bridge amazon river try kid quiz,Amazon,AMZN,29.04.2023,Positive,Negative,Neutral,Positive,Neutral,106.2099991,102.5699997,104.9800034,Neutral
294,1.01.2023 03:01,whats netflix amazon month january,Amazon,AMZN,1.01.2023,Negative,Positive,Neutral,Negative,Neutral,83.04000092,81.81999969,84.18000031,Negative
295,22.01.2023 20:14,jair bolsonaro accused act genocide amazonian group,Amazon,AMZN,22.01.2023,Negative,Negative,Neutral,Negative,Neutral,96.05000305,95.45999908,93.68000031,Negative
296,5.04.2023 10:40,amazon microsoft face referral uk regulator cloud service market,Amazon,AMZN,5.04.2023,Negative,Positive,Neutral,Negative,Neutral,100.25,102,103.2900009,Negative
297,15.02.2023 00:47,amazon deploys fleet self driving robotaxis california street,Amazon,AMZN,14.02.2023,Positive,Positive,Neutral,Positive,Neutral,102.1100006,100.0500031,98.23999786,Positive
298,4.06.2023 15:00,forest know amazon village message world photo essay,Amazon,AMZN,4.06.2023,Positive,Positive,Neutral,Positive,Neutral,121.6600037,120.5800018,122.7699966,Positive
299,16.06.2023 13:00,force life indigenous wisdom helped rescue child lost amazon,Amazon,AMZN,16.06.2023,Positive,Positive,Neutral,Positive,Positive,123.4300003,126.5699997,126.6600037,Positive
300,8.04.2023 11:00,war attrition union victory u worker amazon stalled,Amazon,AMZN,8.04.2023,Negative,Negative,Positive,Negative,Negative,102.4100037,103.9499969,101.0999985,Negative
301,19.02.2023 13:30,cattle coca drive deforestation amazon colombia report,Amazon,AMZN,19.02.2023,Negative,Negative,Neutral,Negative,Neutral,99.54000092,99.69999695,101.1600037,Negative
302,20.05.2023 15:00,thousand amazon staffer pouring seattle office restore downtown fortune,Amazon,AMZN,20.05.2023,Positive,Positive,Neutral,Negative,Neutral,111.1999969,113.4000015,115.5,Neutral
